PPM_35,mag_35,PPM_78,mag_78,PPM_97,mag_97,PPM_144,mag_144,PPM_288,mag_288
9.6558,55863.7,9.61513,2951.87,9.6436,1572360,9.72087,1389960,9.64766,266811
9.64929,56315.7,9.60862,1860.57,9.63709,1572420,9.71436,1391360,9.64116,265036
9.64278,55597.2,9.60212,1312.72,9.63058,1569940,9.70785,1394250,9.63465,266079
9.63628,55685.3,9.59561,3235.84,9.62408,1570680,9.70135,1396420,9.62814,263062
9.62977,55956.1,9.5891,2388.07,9.61757,1571130,9.69484,1400980,9.62164,262219
9.62326,54748.6,9.58259,2126.64,9.61106,1570040,9.68833,1401720,9.61513,263583
9.61676,56241.7,9.57609,1417.11,9.60456,1572140,9.68182,1401770,9.60862,262275
9.61025,55245.4,9.56958,2343.05,9.59805,1570420,9.67532,1404960,9.60212,261694
9.60374,55167.2,9.56307,2254.49,9.59154,1571210,9.66881,1406020,9.59561,263435
9.59723,55393,9.55657,1298.32,9.58503,1570910,9.6623,1408040,9.5891,263073
9.59073,55285.4,9.55006,1814.22,9.57853,1570090,9.6558,1410200,9.58259,262184
9.58422,55987,9.54355,2068.51,9.57202,1570300,9.64929,1414140,9.57609,262616
9.57771,55581.4,9.53705,984.539,9.56551,1569730,9.64278,1415430,9.56958,261689
9.57121,54770.5,9.53054,1007.35,9.55901,1571040,9.63628,1417230,9.56307,260264
9.5647,54721.1,9.52403,2776.32,9.5525,1569930,9.62977,1421180,9.55657,261248
9.55819,54373.3,9.51752,1468.06,9.54599,1570310,9.62326,1420860,9.55006,259912
9.55169,55319.8,9.51102,2322.17,9.53949,1570160,9.61676,1423150,9.54355,260656
9.54518,55884.6,9.50451,2752.34,9.53298,1571280,9.61025,1425350,9.53705,259165
9.53867,53982.8,9.498,848.9,9.52647,1570800,9.60374,1426920,9.53054,260227
9.53217,56202.2,9.4915,2694.52,9.51997,1568840,9.59723,1428820,9.52403,258799
9.52566,54686.9,9.48499,1995.34,9.51346,1571880,9.59073,1429350,9.51752,258343
9.51915,54879.9,9.47848,3730.59,9.50695,1568930,9.58422,1433000,9.51102,257277
9.51264,55535.4,9.47198,1979.48,9.50044,1569360,9.57771,1434930,9.50451,257805
9.50614,55365.7,9.46547,2848.54,9.49394,1569190,9.57121,1436040,9.498,257877
